temp,icon,precip,wind360,windSpeed,humidity,pressure,solar
31,101,0.0,45,15,26,991,47.166690826416016
32,101,0.0,45,17,23,991,46.906890869140625
33,101,0.0,90,13,21,990,40.47943878173828
33,101,0.0,45,13,21,989,13.803174018859863
33,101,0.0,45,19,21,989,14.379929542541504
33,101,0.0,0,22,26,989,6.063732147216797
31,101,0.0,45,26,31,989,1.221060037612915
30,104,0.0,45,22,34,990,0.16627199947834015
28,104,0.0,315,17,37,991,0.16627199947834015
28,104,0.0,315,13,39,992,0.16627199947834015
27,104,0.0,315,9,39,993,0.16627199947834015
27,104,0.0,315,12,40,994,0.16627199947834015
26,104,0.0,0,26,41,993,0.0
25,104,0.0,0,12,44,994,0.0
25,104,0.0,0,22,41,993,0.0
24,104,0.0,315,19,41,993,0.0
24,104,0.0,0,9,39,994,0.0
25,104,0.0,270,8,36,994,0.0
25,104,0.0,0,8,36,994,2.3252100944519043
26,104,0.0,315,6,37,994,5.541533946990967
27,302,0.0,45,11,35,995,7.113324165344238
27,104,0.0,45,7,37,995,12.8471097946167
27,104,0.0,90,11,40,996,36.143375396728516
26,306,0.2,45,21,48,997,40.079345703125
28,101,0.0,45,28,41,997,39.39607238769531
28,104,0.0,45,11,39,997,5.848097801208496
27,305,0.0,45,7,42,996,15.551628112792969
28,104,0.0,0,6,42,997,3.494309902191162
26,101,0.0,180,13,56,997,4.013909816741943
26,100,0.0,135,3,58,998,2.4109439849853516
26,100,0.0,45,12,54,998,0.2753880023956299
26,100,0.0,0,13,51,998,0.2753880023956299
24,101,0.0,0,8,56,998,0.2753880023956299
23,101,0.0,315,9,61,999,0.2753880023956299
23,101,0.0,45,5,66,1000,0.2753880023956299
22,100,0.0,135,13,63,1001,0.036371998488903046
21,100,0.0,45,7,67,1001,0.036371998488903046
20,100,0.0,315,9,71,1001,0.036371998488903046
20,100,0.0,315,9,71,1001,0.036371998488903046
20,100,0.0,315,10,70,1000,0.036371998488903046
20,100,0.0,45,1,74,1000,0.036371998488903046
20,101,0.0,270,1,76,1000,2.927946090698242
23,100,0.0,45,2,62,1001,6.619703769683838
24,100,0.0,90,4,57,1002,14.12272834777832
25,101,0.0,270,3,55,1002,24.01071548461914
26,101,0.0,45,12,52,1002,31.557905197143555
28,104,0.0,90,10,46,1001,41.62255859375
29,104,0.0,180,5,45,1000,28.36236572265625
30,104,0.0,90,11,43,999,20.9632625579834
29,104,0.0,90,12,44,999,9.293045997619629
29,104,0.0,45,3,46,999,1.7198760509490967
27,305,0.0,180,26,59,999,0.09872400015592575
23,305,0.9,315,9,82,999,0.09872400015592575
22,306,1.4,315,5,89,1000,0.09872400015592575
22,305,1.2,270,9,92,1000,0.09872400015592575
22,104,0.0,270,10,89,1000,0.09872400015592575
22,104,0.0,315,4,84,1000,0.09872400015592575
22,104,0.0,225,2,91,1000,0.09872400015592575
22,104,0.0,0,3,89,1000,0.0
22,104,0.0,315,8,91,1000,0.0
22,104,0.0,315,10,88,999,0.0
22,104,0.0,270,2,89,1000,0.0
22,104,0.0,0,7,88,999,0.0
22,104,0.0,0,5,89,1000,0.0
22,104,0.0,0,14,86,1000,1.1587079763412476
22,104,0.0,315,9,85,1000,3.2786760330200195
22,104,0.0,315,17,81,1001,3.26568603515625
22,104,0.0,0,11,82,1001,4.88424015045166
23,302,0.0,315,7,83,1001,7.040579795837402
